stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_33f46ca86988cc57dda2916d8607126a318dde8120cd1746e22cfd731cbe97e5,Trump's worship of Putin repugnant and predictable,2022-03-10,"""I went in yesterday and there was a television sc",democrat,2022-03,The Baltimore Sun,1.0986122886681098,55.0,2.0,,,,,,
art_v1_33f46ca86988cc57dda2916d8607126a318dde8120cd1746e22cfd731cbe97e5,Trump's worship of Putin repugnant and predictable,2022-03-10,"""I went in yesterday and there was a television sc",republican,2022-03,The Baltimore Sun,1.791759469228055,80.0,1.0,50.0,1.0,20.0,1.0,20.0,1.0
art_v1_33f5fc79d5ee2e66f463a7257ffbe83833521609718e61dee6e32b212f30355a,Latino Texas Democrats in U.S. House push back as White House entertains GOP border policy,2023-12-14,WASHINGTON — As the White House and U.S. Senate ne,republican,2023-12,The El Paso Times Online,1.0986122886681098,50.0,1.0,,,,,80.0,1.0
art_v1_33fb9138852bae8b56579e411ae6fab4eb542752d6febb6dc5f1eaf03977e5aa,Aid for Ukraine Stokes U.S. Feud Over the Budget,2023-09-26,Senators of both parties are debating whether to i,democrat,2023-09,The New York Times,1.0986122886681098,10.0,2.0,,,,,,
art_v1_33fb9138852bae8b56579e411ae6fab4eb542752d6febb6dc5f1eaf03977e5aa,Aid for Ukraine Stokes U.S. Feud Over the Budget,2023-09-26,Senators of both parties are debating whether to i,republican,2023-09,The New York Times,1.6094379124341005,66.25,4.0,,,,,50.0,1.0
art_v1_3402d88945e7f202a320ba4daeb9975c2021472fd4067db6f466bae5b7ee9620,"Ukrainian Baptists, others seek aid; Evangelicals lobby US counterparts for additional support",2024-10-30,"ARLINGTON, Va. - Since the war in Ukraine began, Y",republican,2024-10,Daily Press,1.6094379124341005,41.25,4.0,80.0,1.0,,,,
art_v1_340f6e45bde49a3e8f1e9f26605a0453409d2afae5674af76a0bb767bf5fc5d7,"As U.S. Support for Ukraine Falters, Europe Splits on Filling the Gap",2024-01-10,President Volodymyr Zelensky of Ukraine is likely ,republican,2024-01,NYTimes.com Feed,0.6931471805599453,90.0,1.0,,,,,10.0,1.0
art_v1_34103e4ac7591614e1dd0f2ad14fec0ee52f02d9121aaae9ff721509ed95d575,Who's sending what to Ukraine: A new wave of Western weapons explained,2023-02-03,A new surge of increasingly elaborate weapons from,democrat,2023-02,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_341909dbe40673382e74c20594abb54355c4b3200a8b3455cab82d8310829b0c,Ukraine’s Warning,2022-03-27,Russia’s war in Ukraine is especially dangerous af,democrat,2022-03,NYTimes.com Feed,1.0986122886681098,0.0,1.0,,,0.0,1.0,,
art_v1_341ad8620ab3ea2caedffa34b5f6df3775db65564e09653bfffad7ae70b35cde,"In Iowa, Ukrainian official calls for ‘more prayers and more weapons’",2024-08-15,DES MOINES — Ukraine’s ambassador to the United St,republican,2024-08,Waterloo Courier (Tribune Content Agency),0.6931471805599453,,,,,,,,
art_v1_341d9f79bddd45ec767faf3ac220fc4aaca457841e2be80e7a772715ddcbb7d6,U.S. to provide cluster munitions to Ukraine as part of new military aid: UKRAINE,2023-07-08,The Biden administration will provide cluster muni,democrat,2023-07,The Atlanta Journal - Constitution,1.0986122886681098,30.0,2.0,10.0,1.0,,,,
art_v1_341f3d95727226d16df2c3617ad015deec9c8d2475a7d4b4f593496ae3edeeb6,Russia calls West's idea to use frozen funds to rebuild Ukraine 'theft',2022-05-18,The Kremlin called a suggestion that frozen Russia,democrat,2022-05,Washington Post.com,1.0986122886681098,10.0,2.0,10.0,2.0,,,10.0,2.0
art_v1_34212a757236350ea98605598a40186ee79873fe74bff57a95aa8e85529244f6,Foreign policy priority: Keep NATO united and strong,2023-07-16,"Let’s stipulate that a lot of very smart, very exp",democrat,2023-07,Daily Herald,0.6931471805599453,0.0,1.0,,,,,0.0,1.0
art_v1_342920cf3afa1c9a0220f55bec00a4babbac146d280ff368ee539d53facee102,"Biden at West Point: ""I'm determined"" to keep U.S. soldiers out of war in Ukraine",2024-05-25,President Biden assured onlookers at a commencemen,democrat,2024-05,Axios,1.3862943611198906,10.0,1.0,,,,,,
art_v1_343fba7fa61ebf7b6badfee9c97ae2c797c2c742ca323bf0ddd2f841f9efe1e7,World News: Kremlin Rebuffs Biden's Terms for Talks to End Conflict,2022-12-03,The Kremlin rejected President Biden's conditions ,democrat,2022-12,The Wall Street Journal,1.3862943611198906,5.0,2.0,,,,,10.0,1.0
art_v1_3442cb4830052a905eda93620f647c1b323a3cfabc4694d52db214c81fded956,The Republican far-right is seeking to place new limits on aid to Ukraine after the GOP claimed a narrow House majority,2022-11-22,* Far-right Republicans want Ukraine aid restricte,republican,2022-11,Business Insider,2.079441541679836,73.33333333333333,6.0,70.0,1.0,,,50.0,1.0
art_v1_34448a4d7dd5916f3aadf1873b1fd7c9e45519a39a5fe0b0add218f8c2d8e78e,"If the U.S. is unwilling to send money to Ukraine, use Russia's instead",2024-01-25,Whichever genius in the House Republican Conferenc,democrat,2024-01,The Washington Post,1.791759469228055,24.0,5.0,10.0,1.0,,,10.0,1.0
art_v1_34448a4d7dd5916f3aadf1873b1fd7c9e45519a39a5fe0b0add218f8c2d8e78e,"If the U.S. is unwilling to send money to Ukraine, use Russia's instead",2024-01-25,Whichever genius in the House Republican Conferenc,republican,2024-01,The Washington Post,1.0986122886681098,15.0,2.0,15.0,2.0,,,80.0,1.0
art_v1_3445b9e6f4045f12d72df0504897f4c8dac74f89ff248f5b9a60ceee187384b1,"RASH REPORT // Defending democracy in Ukraine and beyond // At a Twin Cities event, Norwegian Prime Minister Jonas Gahr Store and Sen. Amy Klobuchar reflected on today's key geopolitical divide.",2023-09-23,A MINNESOTA LENS Days before the geopolitical deba,democrat,2023-09,Star-Tribune,0.6931471805599453,20.0,1.0,20.0,1.0,,,,
art_v1_3445b9e6f4045f12d72df0504897f4c8dac74f89ff248f5b9a60ceee187384b1,"RASH REPORT // Defending democracy in Ukraine and beyond // At a Twin Cities event, Norwegian Prime Minister Jonas Gahr Store and Sen. Amy Klobuchar reflected on today's key geopolitical divide.",2023-09-23,A MINNESOTA LENS Days before the geopolitical deba,republican,2023-09,Star-Tribune,0.6931471805599453,60.0,1.0,,,,,,
art_v1_344ac261da4c68612458d1d5451567d638c53fe3d6375867fbff44e9ac9f8f2a,"Russian forces are running out of the critical radars they need to defeat Ukraine's artillery, UK intel says",2023-07-18,* Both Ukraine and Russia rely on counter-battery ,democrat,2023-07,Business Insider,0.6931471805599453,10.0,1.0,,,,,,
art_v1_3451b08553efea98225e1ab75173cbc0356c341396ce76c5102499a28f468eef,Ukraine turns the tables on Russia,2024-08-14,You're reading an excerpt from the WorldView newsl,republican,2024-08,Washington Post.com,0.6931471805599453,75.0,1.0,,,,,,
art_v1_345df69eb58e856410b51375a2a675b27e721c157dc43ee25ceb8cfc1a447aec,"Russia threatens more attacks on Kyiv, Ukrainian forces make last stand in Mariupol",2022-04-16,This live coverage has ended. For Saturday's live ,democrat,2022-04,Washington Post.com,0.6931471805599453,,,,,0.0,1.0,,
art_v1_346567aca361482da7c59fdee008053f49ebe01ae3e0450d08bad43c8ab667e8,Ukraine's humanitarian crisis grows,2022-03-08,ODESSA - Talks between Russian and Ukrainian offic,democrat,2022-03,The Washington Post,1.0986122886681098,40.0,2.0,,,20.0,1.0,20.0,1.0
art_v1_34790463399045d9c9e08e9939aa5bc62f8149b0dd600a55ae1557d1c7d5b7c5,"Zelensky says 31,000 Ukrainian troops have been killed since invasion",2024-02-25,KYIV — Ukrainian President Volodymyr Zelensky said,republican,2024-02,Washington Post.com,0.6931471805599453,90.0,1.0,,,,,,
art_v1_3481e415d3a5f01244c9ef24556bbfb8b8c4f730eff4a422f2fb64ba450da1b8,Johnson could get a hand from Democrats who refused to save McCarthy,2024-05-05,When House members vote whether to retain Mike Joh,republican,2024-05,The Washington Post,1.0986122886681098,77.5,2.0,,,,,80.0,1.0
art_v1_3482fd8f9c44a4684bac8468c51c1f9d01fee64b8665e7fcd14baf1019155d19,Russia Lost 10 Percent Of Its Deployed Tanks Trying To Capture Avdiivka,2024-02-11,The four-month battle for Avdiivka probably is cul,republican,2024-02,Forbes.com,1.0986122886681098,90.0,2.0,,,,,,
art_v1_348916b128ac21331d70ab4490585d4cc4611c47518cdab11a3fe0beab56e2bf,Inflation surges to new heights,2022-06-11,Inflation in May reached a new pandemic-era peak o,democrat,2022-06,The Washington Post,0.6931471805599453,,,0.0,1.0,0.0,1.0,,
art_v1_348b74fcadb3b1a83326e7ef00a1fda2ddefb769d3cc83344a5b5fd4b1add124,"Only China Can End the War in Ukraine, Finland's President Says; Helsinki reaches out to Xi as European leaders fear a U.S. pivot to Asia under Trump",2024-07-05,"HELSINKI, Finland—Finnish President Alexander Stub",republican,2024-07,The Wall Street Journal Online,1.0986122886681098,80.0,1.0,,,95.0,2.0,0.0,2.0
art_v1_34a28a42e023b2040d661c8181b64c3ad399c66e2ae0c5454df03df36265de26,"‘High-level discussions may continue in coming months,’ a White House spokesman, John Kirby, says.",2023-08-31,The United States has new intelligence that shows ,democrat,2023-08,NYTimes.com Feed,0.6931471805599453,10.0,1.0,,,,,,
art_v1_34a3892bf14cd90e402a9cc969e72a8eff458b35e0b3d22af81af8652562cc1f,These 17 GOP senators voted to advance a $95.3 billion Ukraine and Israel aid package — without the controversial border provisions that Republicans have rejected,2024-02-09,* The Senate voted to advance a Ukraine and Israel,republican,2024-02,Business Insider,2.079441541679836,59.166666666666664,6.0,80.0,1.0,,,100.0,1.0
art_v1_34aced236905748b6ff1e5bd0edf28b658756943d3148c1640d2c6ce6fdfd3b6,"Release of Ukraine Intelligence Represents New Front in U.S. Information War With Russia; To fight Kremlin, Biden authorized initiative to declassify and share information with the public and allies",2022-04-04,WASHINGTON—As Russian troops  amassed at Ukraine's,democrat,2022-04,The Wall Street Journal Online,0.6931471805599453,,,,,,,,
art_v1_34b479250eeb6824a28a796ef3d809c3498eb2dd656805ccbc33699bcd16784e,Inside a senator’s impromptu trip to war-torn Ukraine,2022-05-02,Sen. Steve Daines is in his office in Washington h,democrat,2022-05,NJ Daily Extra,1.3862943611198906,0.0,1.0,,,,,0.0,1.0
art_v1_34b479250eeb6824a28a796ef3d809c3498eb2dd656805ccbc33699bcd16784e,Inside a senator’s impromptu trip to war-torn Ukraine,2022-05-02,Sen. Steve Daines is in his office in Washington h,republican,2022-05,NJ Daily Extra,1.6094379124341005,20.0,1.0,20.0,1.0,,,,
art_v1_34b48fd5fd3361e5c653d394e17c167f7b3ffccbb994a56dd3b5df76c8ebb8ba,"TO COUNTER PUTIN'S AGGRESSION, LOOK TO REAGAN",2022-05-20,"RANCHO DEL CIELO, Calif. - Arriving at the Reagan ",democrat,2022-05,The Capital Times & Wisconsin State Journal,1.3862943611198906,47.5,2.0,0.0,1.0,0.0,1.0,,
art_v1_34b48fd5fd3361e5c653d394e17c167f7b3ffccbb994a56dd3b5df76c8ebb8ba,"TO COUNTER PUTIN'S AGGRESSION, LOOK TO REAGAN",2022-05-20,"RANCHO DEL CIELO, Calif. - Arriving at the Reagan ",republican,2022-05,The Capital Times & Wisconsin State Journal,0.6931471805599453,75.0,1.0,,,,,,
art_v1_34b720df41079aa858dafeee81f82dfc90c6307d4f1654af5b07d024c109e035,Ukraine Parliament member urges U.S. to use Russian oligarchs' money as aid,2023-02-25,A Ukrainian Parliament member is calling on the U.,republican,2023-02,Axios,1.3862943611198906,33.333333333333336,3.0,0.0,1.0,,,50.0,1.0
art_v1_34be84408f51f415f31c19f1072bcd6aeb3972e1e6f9ae0d5546e0545c9534ae,Ukraine lays out peace-talk demands as the West braces for escalation,2022-05-07,RIGA - Ukrainian President Volodymyr Zelensky outl,democrat,2022-05,The Washington Post,1.6094379124341005,6.666666666666667,3.0,,,,,0.0,1.0
art_v1_34c2a4e1e7ab6c48a3899e6f5b7dd80d5225f86cac84e64c8f72b236e53fd541,"How Mike Pence Answers When Tucker Carlson Asks About Jan. 6, Election Reforms, and Ukraine",2023-07-14,Former Vice President Mike Pence spoke about his r,republican,2023-07,Heritage Foundation - The Daily Signal,2.302585092994046,33.333333333333336,3.0,35.0,2.0,20.0,1.0,20.0,1.0
art_v1_34c56bb1506919369abdc59ac01bd39c35b754f7c8f773b502d320bb2fd8edf3,"Russian oligarch Roman Abramovich has helped secure evacuation routes in Ukraine and facilitated prisoner exchanges, report says",2022-04-02,* Roman Abramovich is informally involved in Russi,democrat,2022-04,Business Insider,0.6931471805599453,,,,,,,,
art_v1_34c6622906088e7ca8726ece5753ca180ed4a378a17c973af235cf2df75a15f5,INVASION American firepower Ukr. obliterates Russ. tank with US-built Bradley,2024-01-19,"Take that!
Heart-pounding new drone footage shows ",democrat,2024-01,New York Post,0.6931471805599453,10.0,1.0,,,,,10.0,1.0
art_v1_34ceeae79cd1fe2806c90ee3dfedbf9dc22bc8907b70f98b63b5327324bda9ee,"As Biden Signs $40 Billion Aid Package for Ukraine, Calls Grow for a Cease-Fire",2022-05-22,But a diplomatic resolution to the war still looks,democrat,2022-05,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_34d2d7a3fd846d1b8dbd8eb74d47aad25f74ce6ead1ac69b1f08e875a3142d9f,Aerial War Over Ukraine Heats Up as Russia Pounds Cities,2022-11-09,"Ukraine, beefing up its air defenses, says Russia ",democrat,2022-11,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_34d3a77de6c65d8ed73d0cb171c7e567ab31edcf88c0d90b7b9b409fcd37ab8b,Your Friday Briefing,2022-12-02,"Emmanuel Macron’s state visit to the U.S.
A united",democrat,2022-12,NYTimes.com Feed,0.6931471805599453,,,0.0,1.0,,,,
art_v1_34dae247249fc121872c8112ca9f84065112a4e7cfae42ee9262d7c6a9789070,"Former GOP Rep. Will Hurd talks Trump's hold over the Republican party, Biden's approach to Ukraine, and explains how America's immigration policy is a 'political bludgeon'",2022-04-06,* Former Rep. Will Hurd remains outspoken about wh,democrat,2022-04,Business Insider,0.6931471805599453,,,,,,,,
art_v1_34db4da5e7a693c3d8218c3e6a61a18d60b6c330c925b5541494e7a3376941ca,"Congress rushes to send aid to Ukraine, with much more likely to come",2022-03-09,"On Feb. 25, Biden administration officials signale",democrat,2022-03,Washington Post.com,1.0986122886681098,30.0,2.0,10.0,1.0,,,10.0,1.0
art_v1_34db4da5e7a693c3d8218c3e6a61a18d60b6c330c925b5541494e7a3376941ca,"Congress rushes to send aid to Ukraine, with much more likely to come",2022-03-09,"On Feb. 25, Biden administration officials signale",republican,2022-03,Washington Post.com,0.6931471805599453,20.0,1.0,,,,,,
art_v1_34ddd3acaafd0bd760c406d2ffb85814612e125632aa649cb218452557ef4987,Evan Low and Joe Simitian tied as ballot certification draws to an end,2024-04-04,"FUNDRAISING ROUNDUP: CLF Posts $25M
GOP-aligned Co",democrat,2024-04,Hotline Latest Edition,0.6931471805599453,0.0,1.0,,,,,,
art_v1_34ddd3acaafd0bd760c406d2ffb85814612e125632aa649cb218452557ef4987,Evan Low and Joe Simitian tied as ballot certification draws to an end,2024-04-04,"FUNDRAISING ROUNDUP: CLF Posts $25M
GOP-aligned Co",republican,2024-04,Hotline Latest Edition,1.0986122886681098,75.0,2.0,,,,,75.0,2.0
art_v1_34dfc0e2383a47b92f2b19c71780e1cb285b3820b8e1078d6905a3da7da95b1f,"Langworthy, Tenney opposed aid for Ukraine -- and Ukrainians in WNY are not happy",2024-05-20,May 20—WASHINGTON — The U.S. will soon send anothe,democrat,2024-05,The Buffalo News (Tribune Content Agency),0.6931471805599453,0.0,1.0,,,,,,
art_v1_34dfc0e2383a47b92f2b19c71780e1cb285b3820b8e1078d6905a3da7da95b1f,"Langworthy, Tenney opposed aid for Ukraine -- and Ukrainians in WNY are not happy",2024-05-20,May 20—WASHINGTON — The U.S. will soon send anothe,republican,2024-05,The Buffalo News (Tribune Content Agency),2.302585092994046,66.66666666666667,9.0,80.0,2.0,,,90.0,1.0
art_v1_34e5e9c564e6fcc9703e29e858a2883e99907f10455247f771d444950e966ea5,Joe: kyiv stands ; Walks streets of Ukraine capital with Zelenskyy on surprise visit,2023-02-21,President Biden met Monday with President Volodymy,democrat,2023-02,New York Daily News,2.3978952727983707,12.0,5.0,5.0,6.0,0.0,2.0,,
art_v1_34ea13bfdd3223df7ce97152af6ebf9b0df2c7cfa95a40c462fac6aa5921be67,"Ukrainians are getting target practice on drones at a secret training center, ABC reports",2023-11-26,* Russia's air offensive has been an impediment to,democrat,2023-11,Business Insider,0.6931471805599453,70.0,1.0,,,,,,
art_v1_34ea13bfdd3223df7ce97152af6ebf9b0df2c7cfa95a40c462fac6aa5921be67,"Ukrainians are getting target practice on drones at a secret training center, ABC reports",2023-11-26,* Russia's air offensive has been an impediment to,republican,2023-11,Business Insider,0.6931471805599453,75.0,1.0,,,,,,
art_v1_34eaf2310bebea25797a959e77818d1f5fc91b6935ab59b526e96e76b4b3fc43,Kinzinger dominates congressional Ukraine discourse,2022-10-20,"Data: Quorum; Chart: Jacque Schrag/Axios
Rep. Adam",republican,2022-10,Axios,1.791759469228055,48.0,5.0,,,,,,
art_v1_34ee6acd125a5808d2a81a2bfbeac7f51ca54451bfb7a6bdd2aaf467c989a86a,Ukraine war brings an unusual moral edge to Davos,2022-05-25,You're reading an excerpt from the Today's WorldVi,democrat,2022-05,Washington Post.com,0.6931471805599453,80.0,1.0,60.0,1.0,,,,
art_v1_34f006a025467ce4ae5eabbc248f144fe9b90d36f640479f068a81ac192dac8d,"The Senate hit the snooze, and got its clock cleaned",2022-03-20,"Does anybody really know what time it is?
Apparent",democrat,2022-03,The Washington Post,0.6931471805599453,20.0,1.0,,,,,20.0,1.0
art_v1_34f006a025467ce4ae5eabbc248f144fe9b90d36f640479f068a81ac192dac8d,"The Senate hit the snooze, and got its clock cleaned",2022-03-20,"Does anybody really know what time it is?
Apparent",republican,2022-03,The Washington Post,1.6094379124341005,68.33333333333333,3.0,80.0,1.0,,,0.0,1.0
art_v1_34fc61e2d9f4d25763c974dde371c99cd980fb78839b415e6ea959b92a599206,Dire situation for steel mill resistance; US intelligence reportedly helped sink Moskva: May 5 recap,2022-05-05,Editor's note: This page recaps the news from Ukra,democrat,2022-05,USA Today Online,0.6931471805599453,,,0.0,1.0,,,,
art_v1_34fe96c2857d2f925049e803875d399457f773330dbbbf8c13a6c7a1b534861a,FINDING REFUGE IN PHILLY; Local church takes in Ukrainian teachers; more war refugees expected in region,2022-03-30,TWO UKRAINIAN women who had been sleeping at a McD,democrat,2022-03,The Philadelphia Daily News,0.6931471805599453,,,,,,,,
art_v1_34ffe41f6d1d5c16c85242de3c178732c91e9ca6e747929e3ad5a86e70a64da2,Ukraine presses for more weapons,2022-04-11,Russian forces bombarded several towns in eastern ,democrat,2022-04,The Washington Post,1.0986122886681098,0.0,1.0,0.0,2.0,,,0.0,1.0
art_v1_34ffe41f6d1d5c16c85242de3c178732c91e9ca6e747929e3ad5a86e70a64da2,Ukraine presses for more weapons,2022-04-11,Russian forces bombarded several towns in eastern ,republican,2022-04,The Washington Post,0.6931471805599453,10.0,1.0,,,,,,
art_v1_3509d66368af9a087c2caf94da224c5018cd0726ec2ee158f139f83d050edd8a,"Promising NATO support, Biden says the war won’t ‘end with a Russian defeat of Ukraine.’",2022-06-30,MADRID — NATO and the United States will support U,democrat,2022-06,NYTimes.com Feed,1.3862943611198906,6.666666666666667,3.0,10.0,2.0,0.0,1.0,0.0,1.0
